"index","value","variable","has_issue","issue_type"
NA,"jbatVQLhcpVvEkkCGOwWVIuZQDivIiJuIJfonZZs /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jBKensnrUYetftEqWRfiygxDhDRnmvyPGJvw mLDIwlNbWXaoyCWppuNztiQasRFBqweokhnP bGGtUICOfLw /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jcElMHvdMhFmPOuROtfxViviIEwmbbAofrcQGECLWrEcoTQz taCXOvRhNZufWYCBDfLMcYtcBnJfGIPjTBz /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"JdHTbJpyAlEGiVQ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jeUbYQoIgxZaUHvnijhqPqEDbzNcDWHRL nIl /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"JFGfER /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"JgrDQBTUMpLblodOkixwsLuLOeLEOIuSAMdehJGMWNcwPNanjJcoztTwKugBNZCbBLpcGfkkyTinWcDoJlXSLYFhWTRWli cNNR /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jhmzMPUjpdJsoTb ioxWHfGn /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jiKdxDRnzNqSAcEybfFwskoCFJHopHOz /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"JJzLA xjrgXNBjrXPO Pgm  /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"JLsTeJKLxgeEpiMdUrNlRoxLgUcHDyjJxRwlxWYkzGWknDEbCmVwHzSjpwn oIPEAfco /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jlxeV XgmsURdRI ezGxjHuacSNoHrXogmAMVNyOn /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"JNBRFFXkdPjpLd w JMIRgOJKrrpx /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"JnbtfBXOJcpVUYv rVRgSFXPBUjCgQMEfqTyxLJbJZDdcptdPfPZQMfHl qjpNcyBGjwsu /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"juXWCqrSegQBWFMUbhyreltzwfcktpL /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jVJRKwDcR vXjRwUkOdwXbUdeVTWRquP cgGlQrJJ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"JwlNwogzHJdwVvXSscaUgOdDyTbKXCwfLWkotDuTmtTIKaPzjDnpXy /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jwsYDyVsSKqGuGdHAmPmrTNFKgfRhzt wfHdXhNEpMcXdEKepUpRjvImtDJhlxgB /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jyPWHBAcnbmKLsVmF h /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jyZBJgIHlsDgycYjEnsHisFOyq aHTK /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"jzfJCDjMdZeOFAeCuLCEJdOzctQJODntBUOWB ARZBeuMwOuYHBaJrIJazIXjiPz /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"JZGJOvAJj KcUHi axbBMNWuHGcVQDBTlsjtlJ EaHKeKYLJUFciEORYzHInZnwWFzlCsgfiOQqgZQkipTfxKISi Z /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"JzypJUViunetNkVwbYJcIwRwbreZdhceM OzaljXaYWdhfWHVtDtxclYfLEM tIfiCh PLSPxpWIhTvKBQdbKQLJXJMvLIYB /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"KBxBTsBlSCGbofaqaRYvEVjyxXsgjZFWFG /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"KFcZBzvuKCJNWdqxJcahi /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"KGKFGPHonFOQbi /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kgXuumOixzKEWWfhJtuKreAJQguUdcDBmMezF /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"khjLPxjunl LCqoXryNsgHQaEzJMSxwNkE /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"KlNyDGmPTqrKBivFpIKwjNJCxePxluPfOpIlv /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"klRlCcalADtHxjiGgqopxbIQRKEJkTEokHjelXynSuCCIAnS /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"KlThSAETuFvIAgaDvSITBiHgUqaZRFQTC /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"KMRQevWEuWnOyrucSewTwgZ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kO eTNzOHzLyLBJrgJUecUdlrxkzosJM JQiSj xt /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kpfRYNNojcbFLwpACUsmXKkrGNHPwDKI KIdJAdIEHfCxXfCDBpuMhNvwS /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"ktFtQYylwJTiGtsRUCbfVoSXuCuChMVgzfdOhATeCnf /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"KtYWQbFzrHAwBMwaySAGYVpAyeiGifCLbHNLYjHGMjksDKbqKnkJYeIwLHaLiyoiHo /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kuzDaTohgaNrMwDfrulGU udFCXMSbPFYxFmMxLkbXeOkcGCfOFlZWcoTv /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kVs ifpfNhbkSaivUXkZuRZWXAor lRZnzPpmaVSLDdvhdvpXKvbKjdYxX /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kwDVbqgKadBEEi /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kwGqvGaKyhoVaUaeKWQBDiwOcwsCPBTDgZSxhDLP DnEXLnoHzPttvDoUUFkdgCAbOmYJWhHsDBlsbXRnCdsBpcqUCdxilJAPT /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kWrZsmLuOXJevLIRDmkfpLaUlFzXCg rSjpAymagsRZQrITltYkOuEkdxbWpPmuqClCOYTdjYVxy /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kXBQWGALmvhf /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kyrwuHEVkTVerZrJjQnnLbyDmWYmSNbgjoDeAsOeYBSWRqUzyaqBjzpvpKyWENeLDFRTjQmwgL /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"kZZVeM /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"lA /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"lAUrTnEfmePDfJYDNcoRTwGTdqqnzHusOazGyAyprJyQUmnEOJWFSTMHtQbvzjPLqIlbNj /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"lAztzDBOGmsKITBpUkCmoAdCaWnXIsfOGtigQygFCKxZWJWOh LTcPgUTBcxTocKHulFrsSEYDJrwdV ITg /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LcgJFFKFaNtWjsAjtcvpuSDHexrNsm suWViTJCPxnkFNoLZfVSndqlipTVFIlljZUPTNuWTBfmD ZrruMQPnZCZ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LGHRLZcOhRWJDK /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"lGkPKoqchvQDmZrRiJjwQcGqqMstEF /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LikqkGdsMYMpMRVNtcXSY /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LmhLeZ pCrSafHRPcqcDMQXbBYAYXwBDBBBez mFvMdxRMsvreyGUqkkZypoTnnEQJLGgvyFPPbrxYHgxPBywkOWshKLuNi /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"lnsLVGVKxnvoLWcOyeQaaagtzzMcALJNNeELAgocfuCduNaaMdwmQhyhJQxhbYjlznpSNKrapfNhoZO /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"lOudaYxuLHqXyEwzKjLEtBijkuXJAGiFZJmtAYHArD pyje /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"lowjgeVtfEbaIMvHMmjtGrzFTwpfdFpLJNbbUjwuWcoH /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LPhVHmiHMpQHQSEqPRslbU oakTwsdbM /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"lplOjDn /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LrczPSlfiNkQyfMnRXvwTWratVTOokgorzvFvJcHyaUOOlwlDuJjBqWTcuouhymaNza /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LSIEdYPWfPHQMDbvXnwHjjqiqFvv TqvfqkrkDkQ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"lsPELUOYWYnvTxunTrLPRbPbPrRuOlI zIKt /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"ltYkDHEqvXORUNAyKugrnIhMwAexHkGIgTleTSsTuDZeIPDppxOmZSkILTgzxWGVzXJJYA jkBSoeCGv kvifbBQwiuygcCFEUkN /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LULg y KoWaqvGhHdGocJneyOeAcmyWxtXqUoyzELXYDJhQhFAS /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"lvEuhhyVHBTTcAuATrk zeCaopM JDslmhbFIiRmFxxePNvfrkxpponoEnOn yBZqgQLgNUwwbCTGwPJkRyYOryILfeIfFAF /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LvGyyhrvlmWboYoJrXOIMhZhKmmlMVseCOsvCmmnuDlVSDCZl quBKTbYK AlqDzPlYWMXvuyyQ mPdUOdp /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LwNmqEHqEHpYhm JkoWQnoAjaQKmzlrgGzBrunjpKFaYqMJlvjwFzhYJXFboQjYapKXUgUIEs /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LWslfEqVUpFYwAvkZTTpJfFTSHIGBoCziobVHBAbmKDajFQQHonXkdXwGlDPgKHbXsUXqwAK /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"Lwsmka OxDFoZcevCkyNmTrsXFcBQPoNJVHXEKyWaqKDWTQREEwpopnJdWQYWzKloeeiNYGx /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LXkTyx RuvjjolVYAzKVITpMlPRYvQbvRjgHfpjiTh /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LxzqDmFmSzpXAfnaFVDAwvsveVjBKXwpVDmDPAAPxadqRCgbmeHyJfFfLJJ  wWiuUuZl /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"LYYEnWnyYFhxdEpyhztZeeapdKs vkXsPGecATXcTChWcuvyAOTCvGd WmPquQpJB /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"M WrparFbIuJdHQsMSkMUuxrxnAiBnNUwQeVaNmJqyCeksbkypMpDMGZLveyA gJyuWrkuDjOisfiVp /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"MAlZuNYPeqCecwvZNLrMrNyZN uvNllAOnGNhTsnvCh XLXzYiPOrLrGiHvIPDkTyVONCZymFGwNJIyIxx /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"MbtSogNewCrjTxZPFBZpYqwzzRHKAnQck AOUDzqtGLQGzrEHRlgbLGoxhwJYEjqwLVZwtqoOEUNggBStyZWfFxddCQvvVu /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mdGbVNebsFRWuLIpTGExzGGzgYKNzPSqUnwQzeRip /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"MekWKatVhWkxVSNWgosolVbmlugXmXHlaoTIKZhTFCfNpEMcXVregsvrwaJbPUHrzIYZZaeGZaBX strenuBgToKNcLYWeXPIFx /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"MfETKsJMhNDawhWmgZRjxWhDD eWZHPCaVQHlIBPgappenZAZTPkecxQXxNUEsMqahuJfi /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mgZYVQxHYEvYvblvkTOzBBaDySujkmnaBM hbiDLiAXJ  /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mlRRFRyoRwLvwHtVveyWINxPLKAnToJgcdksbpvXVMLwdIaskSMd IXiCKRuHDdPckdToeZYtvrSrlPs /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mLuOwGAjuOyhmOIVJqRFGzQzWvwwJMAKGaPiEpSwkPLzREjXLMUDVqXbtaONnNJRJnkn /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mmeAieuFrZrSHYbozZ  BFwPF ZlkaLWCXRZWpFzCVVCKZmTZdNvCw mTGubnh /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mMlFqPvkOMbvnr /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mNVttVpijgpDBAbgHRCZpySGgObtwFKj RsMoOCuTGfMM /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"moUfDGGI yazGxJbVdpeUSkOvrqrQpMaPQxD RaJZWrlWRGlNIhuwxqCEXrR /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mrDBCqvIGcfr fNYnoinNikQJLtbyDKFoP DGsqWixUpyVyBWPuqoXzk octtMjTtCGaHMQeobTFIDFoqmcOqXQP /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mRZEcPWOcYHhzaHUwvCxasMMPNTqLwqyjjBvsPDNtUiihaXOpxsGEtahmXghrrpOtrqc /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"MU IaeUxW /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"MvQHZLIRDyMTuHUpKujtCMg /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mWcqvFYVtTxJlYpwVKhuGePovDxejkWJ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"MYpUvzna Sw /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"mZtVgjHFzKECdxhJOtxDG cec NZKDaUodzkhyJjWbMkHQkOzBRpjOxjQvxvViMPixpjvhlfCVdKaxElycetRFwQmoL /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"nafoOXcltFOehfrKpsWafahOFmMfuuOuknKYXpQFGHEuWGIAYlPgBrqNA lNOjWHcAkd /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"NaiDBzhCWLFwwBteBv eHhzoDnfmBfNgdUatWbYdhYqDumyXvHMKOStkIJfTsSdq /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"NcYmBseogyFjRUVzutmIVdAzHfaJeWsXj /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"NDwxOuNGuLWoJhTpJOOo /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"NeuqCfmijWKiqIFudEKFyeXBkrTstHThDaKVKwjlUercdPURjqpjefSezA AKSRnSJqPnzolEHUrolgSABvPxeQxoyWsSRYlvozg /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"nfBplBKCSLPWBxmBDFtzBQ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"NFgOzWI I KP HxyRVcgYijmaPPCxlTryf HnIndGIXiIeNhZxGFl exKaG dpTifQ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"nNpGjkhivQdWSoGmdyyELTnGHsexfQkzHqZogeQXJHFIHyeXTufeBbF /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"No /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"NoJXqTPowcvmsfgFuyyoOfvk SMvNYwYlQOUStLQrxoTRMNviGPYUQUxcMf ZuQ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"noqkEXWpiYjy /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"NPHkVvywShISjAkNSqNcXhHcZILaaGKqwuPmtEnWMPAVUaofXeA kttxCSLO /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"nrfBAfXWYObKbp /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"nrGyXvQyVDfSVrVf CAYwlG tGtYvmXhQDNDsusqHTTZRkiaaCSKhhoYrSdgAbqEP /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"nuqutidvqpgUcBmslJcJtXiESHfwmUKOSDiL /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"NuSbGAyhTUAFVOJqvMDFGayVUkOtdXgYQzXmqPotSYTqOfXGtotlmQwbkPXmcQMmTsLBaljsdplRAImZidsWVEapuVewP /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"NvlSOyOoagAmsI xLLNJhV JNyknBeaCNyHBpktWzMCZTxRjyABIVEo /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"nXfNhOjmWrhkAnj /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"NyWEHwzrwVMkVuCztfngJofBRx /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"nZ rVIMqXJBkKSosPQO /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"nzJYunBcwsj YpqNKgJji UHvmXoKhlPAMTpUByTNmjWDgZFuMCXNifDkREYNaEpbqChEhniWpxYuXagjtiqGLhLBqwVqcEyiIv /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"nzWADcynOxZmEmeYcTRciEwMKk /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"ObUcyneghgoHbKzMESXdtbltET /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"obvSFLCFW KARXFUNkuqVGGhcyjqvIvlScFMryYYCjnihSMeq /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OC /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OeFldR EBZkXsI /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OErAvkPmXzPVrRfCyJDqUV DDeMNXHpIRKTJenqDDVfmAZvCfm UlJwmsgIxBdWNaNMzySXeELEXDmyOJ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OfSqHQyjwkrDnzyZEinkRjlYRtiqVcwpLJU WIulpwULdzOi tbpPG /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OFvafTwmAunjlGQAMUjavrlxNkmUwUQuiXGu /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"oGAgmekHEwtiaJdjUZKIG /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OgtcNwtPacbpTejLWkKNxUTOlGVIRhXFFekm zHUUqANwZjqSvoahnzkXRuoveJpuuLJJySUmmwRoXGURyvjLlyhHm /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OIasBwtAeb udaJiEsXZbPXAAuVWjHMeXXYYVnku IQ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"Ojtlxt mCmcbMIB vyYAzmlyjUEJfRrMa /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"oMxalBBlVmPRbPEJrvHIjjVOoYmWhfYpWIJMt /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"oNWJwJbEtxMwrwPyAhSuuGzGZjzOPjDocGdaCmjLYoibgvE /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"oodZVHpRSMjiU /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"oPJnaVtvKGgDggCPxDlsmZHwsUHHwfWYGzgQHEsoWGdtDbzSvPQDegkJxAnFwrdGzgkqr /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"opKiPAWScPOUhYBFEE /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"oQhURdtryvgRIGXTMHpsFMopdiVJxTrzIzBjoKiguTMMW /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OrLzUneSylBwefvvrCrRYVPaTOhPXWVLAciEpvLVSQTgnuBkOUbhoUQkQhRPGlwKRsSr /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"orTWXEBQKKA /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"oSq YEAuydJGEqcnNjMGtgttCDfgrHTMZXGPPQuUEwfnztSBzHRehRoVRydNIxWLjMsWezIZMETyKVEtYlCXHryEHPPTDio /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OTpoMvbqEptvLNZJzYUPccRyQtWMzeguahUsHRLGHPXjlypDjzajKZePwAJnMKecwWIsCdbnTOWCw /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OUnXmdlsHOKMxbCtdOybXqWHMURV /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"oUsBPjBcgzCbPsoqJRFlBAtedhZtBivjyiztVPJmqpsNYtcbzZmOAyF kOyoEab CipVMyns xMyDCEvNKx /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OusSZIjubqoPZ KQOlXvcnnAbbvAX ylzeHdZH /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"ovvLEclsybRKhnfBXewEYCYmMPtV QaoAUEqeOJwdnNyKJD AjcYvhGWznjtugAeFmNZhYTP /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OwKDVrcySRUZyHtXhUoY aYWMInc m /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OWsO wQ sNEosIEwavzDULjBZxYTNxCcjYSmdnzdsi /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"OYchVdbxVYMkjkqcjFCTtetYfk /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"oyzSXwXGDffrTrYQ /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"pAnoeOxoxrUStinuVqonrM /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"pBxZbkiKkjuaztwUyzYnaodwvOTyPpMTrQrLiihfAuttnJABxCjpzYWrTcilAAaVyceG KqcZoNURAfNzccuNWmK /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"pCGvomIfRTsFWgMobwaiGWI badSQxYROUibzwxA /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"pdkOKKZrOIayYKUjI hePlJaLQGbZHmRoyMYEUvJdCPBxoLHrTDXKGYlHNXDBcaoEwYVJBYDjIPOwuzHnXuSThGEuQK /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"PdRssZLewGKCHbJTxAAeUytBNSCJnmflwnRSszSGTEFQYQnneYeipdApTULvgHbGxtC /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"pfguKQHQPDKCnoGpOLvcrlTPjittaZwn LzLmTYvYkhHAnVjFbKSlVD KyhFtJsTLKJNCdFjktozHacGzQARtSsygGEplq /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
NA,"pJQvFsMouBQXuShpvoJwEQwskiDI bq rjfN sbjssXdOkiNb iitvA  NJQHSdinUGzXLNYX /// instances: 1","c3_displacementstatus_other",TRUE,"'other' response. may need recoding."
